,data,label
180,"USEKWA nayiziMeya zomasipala abakhulu eGauteng umholi weDA KwaZulu-Natal, uMnuz Zwakele Mncwango (osesithombeni), iqembu lakhe elibheke engqungqutheleni yesifundazwe ezoba se-Olive Convention Centre, eThekwini, ngoFebhuwari 3.
IMeya yaseJohannesburg, uMnuz Herman Mashaba, neMeya yaseTshwane, uMnuz Solly Msimanga, ngoLwesibili baphumele obala ezinkundleni zokuxhumana baseka uMncwango ekutheni abuyiselwe esikhundleni sakhe.
",politics
181,"KUSHAQEKE umndeni isoka leminyaka licuthela intombi ngovivi, iya esikoleni layigwaza liphindelela yashona khona lapho kulandela ingxabano, okusolwa ukuthi ibihlangene nokuthi isoka belingafuni umufi abuyele esikoleni. 
UNosiphiwo Ntombela (18) obefunda uGrade 11 eKlwana Combined School, eBabanango, kuvela ukuthi ubehleli ekhaya iminyaka emithathu ekhulisa ingane yabo, kulo nyaka wakhetha ukubuyela esikoleni ngoba eseyibona isikhulile. 
","crime, law and justice"
182,"AMAWELE adume kuma-Idols abuye ahlala isikhathi eside emzini womfundisi waseNigeria obhekene namacala okudlwengulwa, akhulume okokuqala ngakubize ngokuhlukumezeka kwawo ebandleni lakhe.
U-Aneliswa noNelisa Mxakaza (22) baseMayville, eThekwini, bakhiphe isitatimende kuFacebook bexolisa ngokuvikela uMfundisi Tim Omotoso ngesikhathi eboshwa emuva kokubekwa amacala ngonyaka odlule. Amawele ahlala unyaka emzini ka-Omotoso eMhlanga engamalungu ebandla lakhe iJesus Dominion International.
","crime, law and justice"
183,"SEKUBHEKWE isigungu esiphezulu se-ANC ukuba sinqume ngekusasa lesigungu sesikhashana esihola inhlangano esifundazweni ngemuva kokuqubuka kwezikhalo. Kukhona abathi asihlakazwe.
Izolo amalungu e-ANC aseka uMnuz Senzo Mchunu abebhikisha ngaphandle kwamahhovisi ale nhlangano eThekwini efuna kuhlakazwe isigungu sesikhashana esiholwa uMnuz Mike Mabuyakhulu noMnuz Sihle Zikalala, ekhala ngokuthi sicheme nohlangothi lukaZikalala.
",politics
184,"IVULELWE icala lokwesabisa iMeya kaMasipala waKwaNongoma uMnuz Albert Mncwango emuva komsindo oqubuke kulo masipala mayelana nethenda yonogada okuthiwa isinikwe enye inkampani. Kuthiwa kunqanyulwe inkontileka yeMighty B Security kwafakwa i-Eros Security.
UMnuz Zwelethu Mbhele (49) oyinhloko yonogada abephucwe ithenda usola uMncwango ngokumesabisa nokwenze wagcina esemthathele izinyathelo zomthetho. UMbhele uthi emuva kokuba bephucwe ithenda kwabe sekukhangiswa kabusha naye wahamba ethi uyofaka isicelo senkampani yabo.
",politics
185,"BATHWALE kanzima izolo abasebenzi besitolo sezimpahla zesikole, iGem Schoolwear, ngenxa yesiminyaminya sabebezothenga umfaniswano wesikole ngosuku lokugcina ngaphambi kokuvulwa kwezikole namuhla.
Uma uqhamuka eGem, esenkabeni yeTheku, ubukhangwa wulayini omude obheke emnyango waso. Bese kuvulwe intuba eyodwa yokungena, kwabiywa nangothango locingo ukugwema isiminyaminya. Ngasemnyango bekukhona unogada nephoyisa lesifazane, bengenisa kuphela abanokukhubazeka nabakhulelwe. Abanye bebekhonjwa kulayini obusuzungeze lonke ibhilidi lesitolo.
",society
186,"SEKUWUMKHUBA ojwayelekile ukuzwa ukuthi kunomzalwane noma umfundisi osolwa ngokudla umnikelo webandla elithile. 
Lokhu kugcina kuthela amabandla ngehlazo, ngoba imvamisa yalaba bantu abasolwa ngalokhu, basuke benezikhundla emabandleni abakhonza kuwo nokwenza kungabi lula ukuthi babone abazalwane uma sebexhaphazeka. Inhlangano ebhekele ukusebenza kwamabandla iKwaZulu-Natal Council of Churches nayo ike yakuveza phambilini ukuthi sekukaningi ithola ngalezi zigameko emabandleni ahlukene. 
","crime, law and justice"
187,"AMAPHAPHU aphezulu kosomatekisi abakwiMpumalanga Taxi Owners Association emuva kokubulawa kukaMnuz Mthethomusha ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œMthethoÃƒÂ¢Ã¢â€šÂ¬Ã‚Â Ngubane (38), odutshulwe emgwaqweni uN3 eduze kwaseHammarsdale, izolo ekuseni nomunye odutshulwe ngabo-6.30 ntambama.
Kushaye isikhathi sokushicilela lingakatholakali igama likasomatekisi wesibili obulewe kodwa izindaba zokudutshulwa kwakhe ziqinisekiswe nguSihlalo weSantaco eDurban West uMnuz Mathula Mkhize othe sebezwile ukuthi kulimale omunye kodwa basaqoqa imininingwane.
","crime, law and justice"
188,"INDODA eyabulala inkosikazi iyisola ngokuthi iqomile, iyala abesilisa ababhekene nesimo esifanayo ukuba bangababulali kodwa bebashiye ukugwema ukubhadla ejele njengaye odonsa iminyaka engu-14.
UMnuz Thokozani Malloy (48) waKwaNzimakwe ngasePort Edward ugwetshwe ngoMeyi 2016, wanikezwa iminyaka engu-12 ngecala lokubulala uNkk Ntokozo Malloy neminyaka emibili ngelokusabisa indodana yakhe eyayingufakazi ecaleni lokubulala. 
","crime, law and justice"
189,"MHLELI: KwiSolezwe langoMsombuluko Juni 25 ngaphansi kwesihloko esithi: Uhlelo lokutakula imilutha eThekwini, ngithi ake ngibeke owami umbono ngalolu daba.
Izwe lakithi liphansi kwenkulu ingcindezi yobugebengu obudlange iNingizimu Afrika yonkana. Manje ukugijimisa izigebengu kukhona umuntu olala phandle ongaziwa ukuthi uziphilisa ngani, ngibona sengathi ukunyanyalata lokho ekukhucululeni ubugebengu. 
","crime, law and justice"
190,"INDODA okusolwa ukuthi ibidle izidakamizwa ivulele ngenhlamvu esidlangaleni kunabantu ebebezihambela emarobhothini kwaV, eMlaza, maqede yabhekisa isibhamu kuyo yazidubula yafa izolo.
Indoda, eyaziwa ngokuthi ingumakhi wezindlu odabuka kwelinye lamazwe ase-Afrika, kuthiwa inguMnuz Sdu Sithole. Imangaze abaningi ngesikhathi imisa imoto erobhothini kwaV, yaphuma yavulela inhlamvu esidlangaleni, kungaziwa ukuthi idubula bani.
","crime, law and justice"
191,"LUSEYINDIDA udaba lowesilisa ongumakhi ozingqokloze ngesibhamu phambi komphakathi emarobhothini kwaV, eMlaza ngeSonto, okusolwa ukuthi ubexabene nowesifazane okuthiwa ubesebenzisana naye obemkweleta imali eningi.
UMnuz Sdu Sithole odabuka eMozambique kuvele ukuthi ngaphambi kokuzisakaza ngesibhamu ubhale kuWhatsApp wakhe exolisa kubangani ngokudubula abulale owesifazane othile. Komunye umbhalo wakhe ubethi isibhamu ubengasithengelanga ukubulala owesifazane kodwa ubenzela ukuzigada. Uqhuba athi akazi ukuthi ubengenwe yini kodwa uzozinikela emaphoyiseni. Akubhalile kusabalele ezinkundleni zokuxhumana kodwa umndeni wakhe uthi awazi lutho ngomuntu abexabene naye nokuthi kukhona nomuntu ambulele.
","crime, law and justice"
192,"UTHUKUTHELE uyaveva uyise wentombazane eyakhuleliswa ngobenguMengameli wezwe uMnuz Jacob Zuma, uNksz Nonkanyiso Chonco.
UMnuz Fartescue Chonco uthe sekumume emphinjeni ukwedelelwa wuZuma ekubeni agqekeza futhi wakhulelisa indodakazi yakhe, awe evuka nayo isishiywe wunina. Izindaba zokuthandana kukaNonka Chonco (24), onomuzi endaweni yabadla izambane likapondo eBallito noZuma (76), zavela sekubelethwe ingane esibhedlela esizimele saseHillcrest, iBusamed, ngo-Ephreli 12, okuwusuku okwazalwa ngalo uZuma. UChonco (86) uthe baxhumana ngocingo noZuma bavumelana ngokuthi bazobonana kodwa kuze kube yimanje abakabonani. 
",society
193,"IDINGA ukubukwa ngeso elibanzi indaba yenqubomgomo ehlongozwa wuMnyango weMfundo eyisiSekelo, okuhloswe ngayo ukufundisa abafundi abenza uGrade 3 kuya kaGrade 5 ngokukhishwa kwezisu kwabakhulelwe bengahlosile nokuvikela ukukhulelwa, ngokuthi badle amaphilisi athile emuva kokuya ocansini.
Inzima le nkinga ebhekene nohulumeni. Kuthiwa babalelwa ku-15 000 ezweni abafundi abakhulelwe. Isikhathi uhulumeni asinikeze umphakathi ukuba uphawule, sincane. Kuthiwe ukuphawula kuzophela ekupheleni kwezayo. Indaba yokukhulelwa kwabafundi kangaka ezweni elidume ngokuba neningi elingamakholwa, isho lukhulu. 
",society
194,"ZIFINYELELE kwangqingetshe izingxoxo zamaholo kwa-Eskom njengoba izinyunyana zicele ukuthi kungenelele uNgqongqoshe wezeziMali uMnuz Nhlanhla Nene nebhodi lakwa-Eskom ezingxoxweni zamaholo.
Izolo iNational Union of Mineworkers (NUM), iNational Union of Metalworkers of South Africa (Numsa) neSolidarity ithe ngeke ikwazi ukuphawula kabanzi ngesiphakamiso sakamuva se-Eskom ngoba izingxoxo zisesigabeni esibucayi. 
","economy, business and finance"
195,"ITHOLAKALE ishonile indoda (52) yaseMbongolwane obesekuphele isonto inyamalele emuva kokuthi iphume ngesudi yesele endlini yentombi ibalekela abalisa okuthiwa babeyifuna ngezibhamu.
Amaphoyisa akuqinisekisile ukuthi isidumbu sikaMnuz Kwazikwakhe Mfanothi Lushozi onyamalale ekupheleni kwenyanga edlule sitholakele sinamanxeba okungakaqinisekiswa ukuthi ngawani. ULushozi unyamalale ngoJuni 30 eKopokopo lapho okuhlala khona intombi yakhe emuva kokuthi kufike amadoda angaziwa emfuna ngezibhamu. Kuthiwa waphuma endlini enqunu ebalekela la madoda okuthiwa aphinde atshela intombi yakhe ukuthi afuna isibhamu sakhe.
","crime, law and justice"
196,"IYAQONGA ingcindezi yokuthi uhulumeni ehlise uphethroli njengoba amaqembu epolitiki nezinhlaka zomphakathi nezokuthutha okubalwa kuzo Inkatha Freedom Party (IFP), Democratic Alliance (DA), Organisation Undoing TAX Abuse (OUTA), nePeople Against Petrol and Paraffin Increase (Pappi) ziwufuna wehlile.
Esithangamini nabezindaba ebesiseTshwane, umholi weDA, uMnuz Mmusi Maimane, uthe uhulumeni we-ANC ulwa nabantu abampofu eNingizimu Afrika ngoba unyuse intela yezimpahla ebizwa nge-Value Added Tax (VAT) yasuka ku-14% yaya ku-15%, wanyusa intela ekhokhwa kuphethroli, wafaka intela kashukela kanti nophethroli unyuka njalo njengoba kusukela ngo-Ephreli kuze kube manje ubulokhu unyuka.
","economy, business and finance"
197,"BATHWALE kanzima abashayeli bezimoto ezincane ezithutha abantu iTaxify ne-Uber ngesikhathi bevinjezelwe osomatekisi enkundleni yezemidlalo eChesterville, eThekwini, ngoLwesihlanu.
Laba bashayeli abebengaphezu kuka-20 kuthiwa bavaleleke kule nkundla usuku lonke, osomatekisi bososeshini bezindawo ezakhele iTheku ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œbebathumbeÃƒÂ¢Ã¢â€šÂ¬Ã‚Â nezimoto zabo, befuna uR5 000 imoto ngayinye ukuze idedelwe. Ngokusho komunye wabashayeli beTaxify, yena nozakwabo bavinjezelwe yizimoto ezincane ezintathu ngesikhathi bepake ngaphandle kwaseNyuvesi yaKwaZulu-Natal, eHoward College ekuseni.
","crime, law and justice"
198,"MHLELI: Ngivumelana noMnuz Bonginkosi Grey Phungula embonweni wakhe mayelana nohlelo okubikwa ukuthi sekusemome ukuba lukhonjiswe kwithelevishini. Lolu hlelo ngibona sengathi luzokwenyusa izinga nezibalo zokubulawa kwabantu besifazane uma abathandana nabo sebebabambile ukuthi bayabajolela.
Ngendlela okwenzeka ngayo, njengoba vele sanda isibalo samadoda azibulalayo ngenxa yezinkinga ezihlukahlukene, kusobala ukuthi eminyakeni emihlanu kusukela manje sizobe sinamadoda ambalwa ingxenye enkulu kuzobe kungabantu besifazane. 
","crime, law and justice"
199,"KUBOSHWE umfundisi waseGeorge, eWestern Cape, nengoduso yakhe, basolwa ngokubulala owesifazane ngasekuqaleni kwenyanga kaJulayi ukuze bahlomule ngemali yomshwalense wempilo abese bemuthathele wona. 
UNksz Siphosile Pamba (25) okhalelwe ngamasongo kaSigonyela ngoLwesihlanu lwesonto eledlule, eZone 9 eThembalethu, uvele isikhasha enkantolo yeMantshi eGeorge izolo ngezinsolo zokubulala uNksz Hlompo Mohapi (25) ofihlwe ngoMgqibelo.
","crime, law and justice"
200,"ANGASE asungule iqembu lakhe lezepolitiki uNkk Patricia De Lille osule kwiDA ngesonto eledlule ngesikhathi esephuma esikhundleni sakhe sokuba yiMeya kaMasipala waseCape Town.
UNkk De Lille uthe uzocacisa kuleli sonto ngezinhlelo zekusasa lakhe kodwa kunamahlebezi aqinile okuthi uzosungula iqembu lakhe namakhansela asule kwiDA ngesonto eledlule.
",politics
201,"BUCHITHEKE bugayiwe kubalisa ababili nowesifazane oyedwa ababanjwe oqotsheni, beqeda ukuhlinza inkomo yokwebiwa kodwa babanjwe sebehlukaniselana inyama eMkhumbane, eMondlo, ekuqaleni kwesonto.
Isolezwe ngeSonto lithole ukuthi uMnuz Vusumuzi Ngcobo (54) , Mnuz Lindokuhle Xulu (24), noSelby Nonhlanhla Xulu (48), baswele umgodi wokucasha kungena ezakwasidlodlo zingasadle nkobe zamuntu, zabashaqa.
","crime, law and justice"
202,"KUTHIWA ubesephila ngokucasha ngenxa yokuhlukunyezwa owesifazane waseNanda okusolwa ukuthi ubulawe obeyisoka lakhe elizinikele emaphoyiseni.
Usathuthumela umndeni kaNksz Thandazile Hlengwa (40) waseCongo, eNanda, isidumbu sakhe esitholakale namanxeba okugwazwa ngaphansi kombhede ngeSonto. Umufi kuthiwa ubeqashe kwaSkhokhokho khona eNanda okuyilapho ebulawe khona. Umfowabo uMnuz Sipho Njapha, uthe umufi ubengasahlali emqashweni ngoba ebalekela umsolwa athandana naye ngo-2015.
","crime, law and justice"
203,"AKUCACI ngokubulawa kowesilisa waseMkhomazi okuthiwa uke wasebenza ematekisini, okusolwa unogada wendawo yobumnandi eThekwini ngokushona kwakhe.
UMnuz Percy Ndlovu (32), kuthiwa udutshulwe entathakusa yangoLwesihlanu endaweni yobumnandi ePhoyinti, eThekwini. Abangani bakhe nabamaziyo balokhu bekhale njalo ezinkundleni zokuxhumana ngoNdlovu okuthiwa ubedume ezindaweni zobumnandi, edume nangokwazisa umndeni wakhe. Izolo Isolezwe lihlulekile ukuthola umndeni kamufi nemininingwane ngokushona kwakhe. Omunye wabangani bakhe ocele ukungadalulwa, uthe bazana nomufi besahlala enkabeni yeTheku kodwa akanalwazi ngeminye imininingwane ngokubulawa kwakhe.
","crime, law and justice"
204,"NAKUBA iMavela High iyisikole sasemakhaya eJozini, okungenye yezindawo ezisasalele emuva kwezentuthuko kodwa siyakwazi ukudlisela ogageni izikole zasemalokishini nasemadolobheni njengoba sesikhiqize odokotela abacela ku-20, kusukela sasungulwa ngo-1980.
Uma ufika kulesi sikole ubona izindonga zaso ulahlekelwa ithemba ngenxa yokuba sesimeni esingagculisi kodwa ubhema ukholwe uma usuchazelwa ngempumelelo yaso.
",education
205,"I-ANC KwaZulu-Natal isiphinde yakugcizelela okushiwo uMengameli uCyril Ramaphosa yathi ngeke iwulokothe umhlaba ongaphansi kweSilo samabandla uGoodwill Zwelithini.
Ekhuluma engqungqutheleni ebidingida udaba lomhlaba eCoastlands Hotel, eThekwini, izolo uMdidiyeli we-ANC KwaZulu-Natal, uMnuz Mike Mabuyakhulu, uthe umhlaba owu-13% osezandleni zamakhosi awukho ezinhlelweni zabo zomhlaba abazowuthatha ngaphandle kwezinxephezelo.
",politics
206,"MHLELI: Thina siyisizwe esifundiswe ukuthi uma umuntu omdala ebona ubugwegwe ekwenzeni komuntu omusha, engezokuba nalo ikusasa eliqhakazile ngenxa yezinyawo zakhe ezinamabatha, umuntu omdala usheshe abone ukuthi ikusasa lakhe alicacile.
Ukutshelwa komuntu omusha ukuthi ikusasa lakhe limfiliba kusuke kungasho ukuthi uyaqalekiswa ngalokho. Naba abaholi bombusazwe bamatasa balwa izimpi zabo zezikhundla, ukuze bezohlala bephethe kodwa abakhathalele ukuthi isizwe silimala kangakanani ngokwenza kwabo.
",society
207,"ABEBEYIZITSHUDENI asebehlale isikhathi eside bengaqashwa emuva kokuphothula izifundo zabo basabisa ngokungazibandakanyi ezinhlelweni zokuvota ngoba bekhala ngokunganakwa.
Laba abebeyizitshudeni abebevela ezindaweni ezahlukene KwaZulu-Natal, bamashele eCity Hall eThekwini beyozwakalisa ukukhathazeka kwabo ngokungaqashwa kwabo yize sebephothule izifundo zabo. Bathe bazimisele nangokuba nokhukhulela- ngoqo wemashi ozoba sezifundazweni ezahlukene bezwakalise ilaka labo ngokungaqashwa.
",education
208,"KUSAQHUBEKA ukubulawa kwabantu eMbumbulu ngenxa yombango wengoma namatekisi phezu kokuba inkosi yesizwe uMnuz Khehla Makhanya noNgqongqoshe wezokuPhepha KwaZulu-Natal uMnuz Mxolisi Kaunda sebekhuzile bathi akubekwe phansi izikhali.
Sebeyisishiyagalombili manje abantu asebebulewe kule ndawo emasontweni amathathu edlule kusukela kuqale impi yomshoshaphansi okusolakala ukuthi isisusa sayo wumbango wengoma namatekisi esigodini sakwaNgqinya.
","crime, law and justice"
209,"MHLELI: Ngithi angidlulise lokhu ikakhulukazi kule nyanga yamadoda aseMzansi.
Kunemashi yabesifazane ebihleliwe ngomhlaka 19 Julayi 2018 eqondaniswa nale nyanga ngoba kwabesilisa ekhuluma ngokuhlukunyezwa kwabantu besifazane nezingane akhona namadoda abeyingxenye yayo okuyinto enhle kakhulu ukuze kuzwakale ulaka lawo amadoda. Ngiyafisa ukuba izinhlangano ezithi zikhulumela amadoda kuthi kule nyanga ezoqala u-Agasti zisukume zihlele imashi yokuhlukumezeka okubhekiswe emadodeni ngabantu besifazane. 
","crime, law and justice"
210,"UNGQONGQOSHE weMfundo ePhakeme useyalele abesikhwama esiboleka izitshudeni imali yokufunda, iNational Student Financial Aid Scheme (NSFAS), ukuthi bangaqhubeki nokwamukela izicelo zezitshudeni ezifuna ukuxhaswa ngemali ngonyaka ozayo.
Encwadini ebhalwe nguNkk Naledi Pandor, ayibhalele uSihlalo webhodi lakwaNSFAS, uMnuz Sizwe Nxasana, eputshukele kwabezindaba, uthe ukhathazekile ngendlela isikhwama esihlela ngayo izinhlelo zokuxhasa izitshudeni, okubalwa kuzo ukuphuza kwaso ukuphasisa izicelo nokuphuza ukukhokhela izitshudeni eziphasisiwe. 
",education
211,"MHLELI: Kwelakho elingakhethi iphela emasini, ake ngithembe ukuthi uzolishicilela lolu daba lwami. Benginemali ebengiyonga kwa-Old Mutual, okuthe uma sengibona ukuthi itoho lizophela noma inini nganquma ukubazisa kwa-Old Mutual.
Nangempela bangikhokhelile imali ekade ngiyilondolozile. Inkinga yami isekutheni ngoJuni 26 baphinde bayibamba imali noma sengibazisile ukuthi ngeke ngisakwazi ukukhokha ngoba itoho selizophela.
","economy, business and finance"
212,"UKHUNGATHEKILE umndeni wakwaMathonsi kwa-H eNtuzuma okufe indodana yawo edutshulwe kubhiyozwa emuva komngcwabo wendoda ebisolwa ngobugebengu.
UThandolwethu Mathonsi (19), okuthiwa ubeyisikhokho ekushayeni isidudla, kuthiwa ufike kubhiyozwa ezokwenza adume ngazo ehamba ngemoto kayise iToyota RunX ebisetshenziswa nguye isikhathi esiningi. Ngesikhathi ethi uyapaka kuqhamuke umuntu wamdubula kabili.
","crime, law and justice"
213,"ISIMISIWE emsebenzini iMenenja kamasipala waseJozini ngemuva kokukhala kwamakhansela ngo-R11 million osebenze kwakhiwa umgwaqo oyikhilomitha elilodwa eMkhuze nezigidi ezintathu zokulungisa amahhovisi omkhandlu.
UMnuz Kuhle Khumalo umiswe ngoMsombuluko ebusuku ngo-9 ngemuva komhlangano wamakhansela obusemini. Umiswa nje bese kuqalwe uphenyo olwenziwa yiMunicipal Public Account Committee (MPAC) oluqalwe ngesonto eledlule.
","crime, law and justice"
214,"UMENGAMELI we-ANC uMnuz Cyril Ramaphosa udonse ngendlebe amalungu enhlangano ngokuthi akalindele muntu ozogijima aye enkantolo eyophosela inselelo ingqungquthela nobuholi obusha KwaZulu-Natal.
URamaphosa ubekhuluma emuva kokumenyezelwa kwemiphumela yokhetho lwezikhundla zobuholi obusha KwaZulu-Natal engqungqutheleni yesishiyagalombili ebihleli eDurban University of Technology izolo. Le ngqungquthela eke yaphonselwa inselelo enkantolo, iqale ngoLwesine yasongwa izolo. 
",politics
215,"AMADODAKAZI kalowo owayeyinkosikazi kaDkt Nelson Mandela, uWinnie Madikizela-Mandela, asaqhubeka nokulwela ubunikazi bomhlaba kaMandela oseQunu okunesithabathaba somuzi kuwo. 
Ngokwephephandaba eliphuma ngeSonto, iSunday Times, uZindzi noZenani Mandela, sebefake lolu daba eNkantolo yoMthethosisekelo ukuphikisa isinqumo senkantolo yokudluliswa kwamacala (Supreme Court of Appeal), esachitha uMdikizela-Mandela ngesikhathi efuna ubunikazi bale ndlu. 
","crime, law and justice"
216,"I-ANCYL KwaZulu-Natal isiphumele obala yathi ifuna uMnuz Mdumiseni Ntuli ukuthi akhethwe njengoNobhala we-ANC KwaZulu-Natal engqungqutheleni yesifundazwe okulindeleke ukuthi isingathwe ungakapheli uJulayi.
Ekhuluma emcimbini wokusonga inyanga yabantu abasha ehholo lomphakathi iMichael Gwala eNtshangwe, uMgcinimafa we-ANCYL uMnuz Thobelani Ncampalala, uthe bafuna ukuthi abantu abasha bangene ezinhlakeni ze-ANC ukuze nabo bahlale etafuleni uma sekuthathwa izinqumo. 
",politics
217,"

UMHOLI we-Economic Freedom Fighters, uMnuz Julius Malema, usegxeke impatho etholwe uMnuz Duduzane Zuma ngesikhathi evela enkantolo izolo.
UZuma ubevele enkantolo yamacala athinta imali wanikezwa ibheyili kaR100 000 ecaleni lenkohlakalo lapho esolwa ngokuthi wazama ukugwazela owayeyiPhini likaNgqongqoshe wezeziMali, uMnuz Mcebisi Jonas, ngoR600 million kodwa uJonas wawunqaba.
Izolo uMbuso ubeke uDuduzane icala lenkohlakalo kodwa udaba olube sematheni kakhulu ezinkundleni zokuxhumana ukuvela kwakhe efakwe ozankosi ezinyaweni, okuvame ukwenziwa uma kuvela abasolwa ababhekene namacala abucayi. 
Umbuzo obuhamba phambili ezinkundleni ngowokuthi ufakelweni ozankosi ngaloluya hlobo ekubeni kunguye ozinikele emaphoyiseni. 
Ekhuluma nentatheli yeSABC ngoLwesibili uMalema uthe uDuduzane usezoba yiqhawe kuleli ngoba abantu bazozwelana naye ngenxa yendlela aphathwe ngayo. 
""Akumele senze abantu okungenzeka ukuthi baphule umthetho amaqhawe ngenxa yendlela esibaphatha ngayo. Buka into eyenzeke kuDuduzane. Namhlanje uDuduzane uyiqhawe ngenxa yendlela aphathwe ngayo enkantolo. Abantu baseNingizimu Afrika bayazwelana nabantu ababukeka engathi bayizisulu. Akumele sihlasele abantu okungenzeka ukuthi bayizigebengu ngendlela ezobaphendula amaqhawe,"" kusho uMalema. 
Uqhube waveza nokuthi kumele abantu abasolwayo balandelelwe kuphela uma sekunobufakazi obanele ukuthi babhekane nengalo yomthetho enkantolo. 
""Kunomehluko phakathi kwepolitiki necala elisenkantolo. Enkantolo kumele uveze ubufakazi obungashiyi ungabazane ngezinsolo umsolwa abekwa zona. UMalema ufike abange umsindo abange umsindo, bese beyagxuma abeNPA ngisho bengenabo ubufukazi. Ngakho kumele sikwazi ukukuhlukanisa lokhu kokubili. Sizoqhubeka sibange umsindo ngezinto esizisolayo kodwa oKlebe neNPA akumele badudwe ngabakuzwa ePhalamende. Kumele baqhubeke bona bayofuna ubufakazi, uma sebebutholile kumele baphathe abasolwa ngendlela ngoba ukungakwenzi lokhu kubaphendula amaqhawe,"" kuphetha uMalema.Ãƒâ€šÃ‚Â 
Icala likaDuduzane lihlehliselwe uJanuwari 24 wonyaka ozayo ngoba kusaqhubeka uphenyo.





","crime, law and justice"
